n1.name,n1.identifier,n2.name,n2.identifier,r.cell_line,r.pubmed_id,r.source,r.statistic_score
ACS2,850846,GCN5,853167,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VMA5,853782,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VPS41,851653,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VPS51,853890,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,HFI1,855821,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SPT20,854017,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SWC5,852532,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,ADA2,852059,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,AAT2,850714,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VPS3,852106,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,ARP6,850774,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,ESA1,854418,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SPT3,852001,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,BDF1,851115,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,NGG1,851756,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SWC4,852885,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,PEP7,851923,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,GET2,856817,null,16857587,Low Throughput,0.8
ACS2,850846,MON2,855420,null,16857587,Low Throughput,0.8
ACS2,850846,SPT7,852373,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VPS15,852394,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,EAF1,851962,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SPT8,850744,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,YNG2,856490,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,STM1,850843,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SNF8,856105,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,PEP5,855271,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SEC28,854734,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,HTZ1,854150,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VPS45,852785,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,RAD6,852822,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,HHT1,852295,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VAM3,854273,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,EPL1,850520,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,VMA6,851168,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,SWR1,851934,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,ARP4,853364,null,18676811,High Throughput|Low Throughput,0.9
ACS2,850846,CTK3,854928,null,18676811,High Throughput|Low Throughput,0.9
HOS3,855987,LEA1,855888,null,21245291,Low Throughput,0.8
HOS3,855987,MSL1,854826,null,21245291,Low Throughput,0.8
SNU66,854485,BRR1,856170,null,21614000,Low Throughput,0.8
SNU66,854485,BRR2,856919,null,21614000,Low Throughput,0.8
SNU66,854485,PRP8,856570,null,21614000,Low Throughput,0.8
SNU66,854485,LEA1,855888,null,21614000,Low Throughput,0.8
RPB7,852013,DBP5,854211,null,22963203,Low Throughput,0.8
RPB7,852013,XRN1,852702,null,17875743,Low Throughput,0.8
UTR1,853508,YEF1,856670,null,19158096,Low Throughput,0.8
PRE4,850611,BLM10,850541,null,17911101,Low Throughput,0.8
YHC3,853387,BTN2,853043,null,15701790,Low Throughput,0.8
LEO1,854290,VPS71,854966,null,15353583,High Throughput,0.5
LEO1,854290,ARP6,850774,null,15353583,High Throughput,0.5
LEO1,854290,HTZ1,854150,null,15353583,High Throughput,0.5
LEO1,854290,SWR1,851934,null,15353583,High Throughput,0.5
LEO1,854290,SWC5,852532,null,15353583,High Throughput,0.5
LEO1,854290,VPS72,852096,null,15353583,High Throughput,0.5
ORM1,852926,SAC1,853668,null,20182505,Low Throughput,0.8
PAC11,852099,KAR9,855859,null,14764870,High Throughput,0.5
PAC11,852099,KIP3,852655,null,14764870,High Throughput,0.5
PAC11,852099,YKE2,850897,null,14764870,High Throughput,0.5
PAC11,852099,CIN8,856648,null,14764870,High Throughput,0.5
PAC11,852099,CIN1,854531,null,14764870,High Throughput,0.5
PAC11,852099,GIM3,855569,null,14764870,High Throughput,0.5
PAC11,852099,PAC10,852969,null,14764870,High Throughput,0.5
RPS19A,854028,RPS19B,855414,null,22377630,Low Throughput,0.8
CLA4,855418,CHS5,851041,null,12686605,Low Throughput,0.8
CLA4,855418,SHS1,851373,null,12686605,Low Throughput,0.8
CLA4,855418,IXR1,853836,null,12686605,Low Throughput,0.8
CLA4,855418,EDE1,852233,null,12686605,Low Throughput,0.8
CLA4,855418,CHS3,852311,null,12686605,Low Throughput,0.8
CLA4,855418,ASF1,853327,null,12686605,Low Throughput,0.8
CLA4,855418,NCS6,852661,null,12686605,Low Throughput,0.8
CLA4,855418,RPS21A,853931,null,12686605,Low Throughput,0.8
CLA4,855418,GIM5,854879,null,12686605,Low Throughput,0.8
CLA4,855418,ELP6,855360,null,12686605,Low Throughput,0.8
CLA4,855418,CLN1,855239,null,9271384,Low Throughput,0.8
CLA4,855418,SWD3,852472,null,12686605,Low Throughput,0.8
CLA4,855418,RPL17A,853674,null,12686605,Low Throughput,0.8
CLA4,855418,GIM3,855569,null,12686605,Low Throughput,0.8
CLA4,855418,HOS4,854694,null,12686605,Low Throughput,0.8
CLA4,855418,SPA2,850639,null,12686605,Low Throughput,0.8
CLA4,855418,RXT2,852392,null,12686605,Low Throughput,0.8
CLA4,855418,SLT2,856425,null,12686605,Low Throughput,0.8
CLA4,855418,SWI4,856847,null,12686605,Low Throughput,0.8
CLA4,855418,RPL35A,851336,null,12686605,Low Throughput,0.8
CLA4,855418,CTF4,856254,null,12686605,Low Throughput,0.8
CLA4,855418,SEM1,851967,null,12686605,Low Throughput,0.8
CLA4,855418,CTF8,856598,null,12686605,Low Throughput,0.8
CLA4,855418,NCS2,855603,null,12686605,Low Throughput,0.8
CLA4,855418,CLN2,855819,null,9271384,Low Throughput,0.8
CLA4,855418,ITC1,852744,null,12686605,Low Throughput,0.8
CLA4,855418,RTT101,853400,null,12686605,Low Throughput,0.8
CLA4,855418,NIP100,855929,null,12686605,Low Throughput,0.8
CLA4,855418,VAC14,851102,null,12686605,Low Throughput,0.8
CLA4,855418,SLK19,854370,null,12686605,Low Throughput,0.8
CLA4,855418,RPL23A,852191,null,12686605,Low Throughput,0.8
CLA4,855418,RPL19A,852379,null,12686605,Low Throughput,0.8
CLA4,855418,FKH2,855656,null,12686605,Low Throughput,0.8
CLA4,855418,RPS21B,853305,null,12686605,Low Throughput,0.8
CLA4,855418,CBR1,854768,null,17895367,Low Throughput,0.8
CLA4,855418,RAD10,854878,null,12686605,Low Throughput,0.8
CLA4,855418,RPN10,856607,null,12686605,Low Throughput,0.8
CLA4,855418,SPO12,856557,null,12686605,Low Throughput,0.8
CLA4,855418,SGF11,856060,null,12686605,Low Throughput,0.8
CLA4,855418,BEM1,852499,null,12686605,Low Throughput,0.8
CLA4,855418,PEA2,856892,null,12686605,Low Throughput,0.8
CLA4,855418,STE20,856382,null,12686605,Low Throughput,0.8
CLA4,855418,ERG4,852872,null,17895367,Low Throughput,0.8
CLA4,855418,AKR1,851857,null,9737966,Low Throughput,0.8
CLA4,855418,BUD6,851029,null,12686605,Low Throughput,0.8
CLA4,855418,DMA2,855607,null,15146058,Low Throughput,0.8
CLA4,855418,RIM20,854449,null,12686605,Low Throughput,0.8
CLA4,855418,NCP1,856438,null,17895367,Low Throughput,0.8
CLA4,855418,MGA2,854851,null,12686605,Low Throughput,0.8
CLA4,855418,DCC1,850344,null,12686605,Low Throughput,0.8
CLA4,855418,PRE9,853036,null,12686605,Low Throughput,0.8
CLA4,855418,BEM4,855942,null,12686605,Low Throughput,0.8
CLA4,855418,URE2,855492,null,12686605,Low Throughput,0.8
CLA4,855418,CHS7,856545,null,12686605,Low Throughput,0.8
CLA4,855418,SKT5,852218,null,12686605,Low Throughput,0.8
CLA4,855418,UBA4,856511,null,12686605,Low Throughput,0.8
CLA4,855418,BNI1,855450,null,12686605,Low Throughput,0.8
CLA4,855418,APC9,850792,null,12686605,Low Throughput,0.8
CLA4,855418,BCK1,853350,null,12686605,Low Throughput,0.8
CLA4,855418,SGF73,852814,null,12686605,Low Throughput,0.8
CLA4,855418,URM1,854809,null,14551258,Low Throughput,0.8
CLA4,855418,RAD54,852713,null,12686605,Low Throughput,0.8
CLA4,855418,RPL24A,852852,null,12686605,Low Throughput,0.8
CLA4,855418,RTT106,855515,null,12686605,Low Throughput,0.8
CLA4,855418,CHS6,853346,null,12686605,Low Throughput,0.8
CLA4,855418,SAP30,855305,null,12686605,Low Throughput,0.8
CLA4,855418,BEM2,856899,null,12686605,Low Throughput,0.8
CLA4,855418,GIN4,852119,null,15107529,Low Throughput,0.8
CLA4,855418,DYN2,852034,null,12686605,Low Throughput,0.8
CLA4,855418,RRD1,854653,null,12686605,Low Throughput,0.8
CLA4,855418,FAB1,850574,null,12686605,Low Throughput,0.8
CLA4,855418,SMI1,853144,null,12686605,Low Throughput,0.8
CLA4,855418,UBP8,855263,null,12686605,Low Throughput,0.8
CLA4,855418,DMA1,856515,null,15146058,Low Throughput,0.8
CLA4,855418,ELP2,853114,null,12686605,Low Throughput,0.8
TPK1,853275,NOT3,854773,null,11929548,Low Throughput,0.8
TPK1,853275,TPK2,855898,null,3036373,Low Throughput,0.8
MTR2,853649,SLX9,852972,null,22956913,Low Throughput,0.8
MTR2,853649,NUP85,853499,null,9774696,Low Throughput,0.8
MTR2,853649,YRB2,854747,null,22956913,Low Throughput,0.8
MTR2,853649,ULP1,856087,null,16978391,Low Throughput,0.8
MTR2,853649,SAC3,851737,null,12631707,Low Throughput,0.8
MTR2,853649,ECM1,851240,null,11583615,Low Throughput,0.8
CDC10,850358,SHS1,851373,null,25971665,Low Throughput,0.8
CDC10,850358,MYO1,856418,null,21824009,Low Throughput,0.8
SMX3,856312,SMD1,852964,null,27974620,Low Throughput,0.8
SMX3,856312,SMD2,850981,null,27974620,Low Throughput,0.8
SMX3,856312,MSL1,854826,null,27417296,Low Throughput,0.8
SMX3,856312,TGS1,855946,null,27417296,Low Throughput,0.8
SMX3,856312,LEA1,855888,null,27417296,Low Throughput,0.8
MAD2,853422,DOA4,851641,null,16157669,High Throughput,0.5
MAD2,853422,VPS71,854966,null,15353583,High Throughput,0.5
MAD2,853422,GIM3,855569,null,14764870,High Throughput,0.5
MAD2,853422,ARC18,851085,null,16157669,High Throughput,0.5
MAD2,853422,SWR1,851934,null,15353583,High Throughput,0.5
MAD2,853422,RAD10,854878,null,16157669,High Throughput,0.5
MAD2,853422,MCM16,856159,null,16157669,High Throughput,0.5
MAD2,853422,YAF9,855616,null,16157669,High Throughput,0.5
MAD2,853422,ATG39,851021,null,16157669,High Throughput,0.5
MAD2,853422,CIN1,854531,null,14764870,High Throughput,0.5
MAD2,853422,BNA3,853386,null,16157669,High Throughput,0.5
MAD2,853422,RSM24,851755,null,16157669,High Throughput,0.5
MAD2,853422,SIC1,850768,null,16157669,High Throughput,0.5
MAD2,853422,CTF19,856089,null,14764870,High Throughput,0.5
MAD2,853422,GCS1,851372,null,16157669,High Throughput,0.5
MAD2,853422,SAG1,853460,null,16157669,High Throughput,0.5
MAD2,853422,KCS1,851580,null,16157669,High Throughput,0.5
MAD2,853422,SLK19,854370,null,16157669,High Throughput,0.5
MAD2,853422,MPS2,852805,null,10353895,Low Throughput,0.8
MAD2,853422,HTZ1,854150,null,16157669,High Throughput,0.5
MAD2,853422,YKE2,850897,null,14764870,High Throughput,0.5
MAD2,853422,APQ12,854771,null,15579722,Low Throughput,0.8
MAD2,853422,CSE2,855744,null,16157669,High Throughput,0.5
MAD2,853422,HSP42,851751,null,16157669,High Throughput,0.5
MAD2,853422,CBF1,853523,null,10353895,Low Throughput,0.8
MAD2,853422,CTF18,855102,null,16157669,High Throughput,0.5
MAD2,853422,CIK1,855238,null,15579722,Low Throughput,0.8
MAD2,853422,CTF8,856598,null,16157669,High Throughput,0.5
MAD2,853422,BEM1,852499,null,16157669,High Throughput,0.5
MAD2,853422,EAF1,851962,null,14764870,High Throughput,0.5
MAD2,853422,SHM2,850747,null,16157669,High Throughput,0.5
MAD2,853422,MCM21,851916,null,14764870,High Throughput,0.5
MAD2,853422,CHL4,851841,null,16157669,High Throughput,0.5
MAD2,853422,HCM1,850429,null,14764870,High Throughput,0.5
MAD2,853422,YLR287C,850993,null,16157669,High Throughput,0.5
MAD2,853422,CTF4,856254,null,16157669,High Throughput,0.5
MAD2,853422,APL1,853461,null,16157669,High Throughput,0.5
MAD2,853422,SLI15,852453,null,16157669,High Throughput,0.5
MAD2,853422,WHI5,854249,null,16157669,High Throughput,0.5
MAD2,853422,SSE1,855998,null,16157669,High Throughput,0.5
MAD2,853422,VPS64,851781,null,15579722,Low Throughput,0.8
MAD2,853422,CTK2,853450,null,16157669,High Throughput,0.5
MAD2,853422,MSR1,856491,null,16157669,High Throughput,0.5
MAD2,853422,RAD23,856674,null,16157669,High Throughput,0.5
MAD2,853422,YMR102C,855128,null,16157669,High Throughput,0.5
MAD2,853422,MCM22,853599,null,16157669,High Throughput,0.5
MAD2,853422,VPS72,852096,null,15353583,High Throughput,0.5
MAD2,853422,BEM2,856899,null,16157669,High Throughput,0.5
MAD2,853422,CDH1,852881,null,16157669,High Throughput,0.5
MAD2,853422,YBP2,852820,null,14764870,High Throughput,0.5
MAD2,853422,CTF3,851097,null,16157669,High Throughput,0.5
MAD2,853422,BNI1,855450,null,16157669,High Throughput,0.5
MAD2,853422,IRC15,856090,null,14764870,High Throughput,0.5
MAD2,853422,SIN4,855485,null,16157669,High Throughput,0.5
MAD2,853422,NAT3,856249,null,16157669,High Throughput,0.5
MAD2,853422,ASE1,854223,null,16157669,High Throughput,0.5
MAD2,853422,HPC2,852516,null,16157669,High Throughput,0.5
MAD2,853422,RSN1,855308,null,16157669,High Throughput,0.5
MAD2,853422,PLC1,855860,null,16157669,High Throughput,0.5
MAD2,853422,TYC1,1466451,null,29883473,Low Throughput,0.8
MAD2,853422,PFD1,853260,null,16157669,High Throughput,0.5
MAD2,853422,CLB2,856236,null,16157669,High Throughput,0.5
MAD2,853422,DIA2,854247,null,16157669,High Throughput,0.5
MAD2,853422,IML3,852404,null,16157669,High Throughput,0.5
MAD2,853422,BIT61,853388,null,16157669,High Throughput,0.5
MAD2,853422,ERG2,855242,null,16157669,High Throughput,0.5
MAD2,853422,TDH2,853465,null,16157669,High Throughput,0.5
MAD2,853422,ISA1,850632,null,16157669,High Throughput,0.5
MAD2,853422,MDM20,854079,null,16157669,High Throughput,0.5
MAD2,853422,BET2,856306,null,8232541,Low Throughput,0.8
RPS18A,852061,RPS18B,854982,null,22377630,Low Throughput,0.8
SMC1,850540,RAD27,853747,null,19846659,Low Throughput,0.8
SMC1,850540,CTF18,855102,null,19846659,Low Throughput,0.8
SMC1,850540,CTF4,856254,null,19846659,Low Throughput,0.8
SMC1,850540,SMC3,853371,null,27618487,Low Throughput,0.8
SMC1,850540,ECO1,850584,null,20728441,Low Throughput,0.8
URA10,855313,URA5,854865,null,16941010,High Throughput|Low Throughput,0.9
CDC45,850793,XRN1,852702,null,14764870,High Throughput,0.5
CDC45,850793,RAD24,856920,null,14764870,High Throughput,0.5
CDC45,850793,DCC1,850344,null,14764870,High Throughput,0.5
CDC45,850793,CHK1,852577,null,14764870,High Throughput,0.5
CDC45,850793,NPR3,856362,null,14764870,High Throughput,0.5
CDC45,850793,SEC22,850973,null,14764870,High Throughput,0.5
CDC45,850793,CTF8,856598,null,14764870,High Throughput,0.5
CDC45,850793,ARO2,852729,null,14764870,High Throughput,0.5
CDC45,850793,RAD54,852713,null,14764870,High Throughput,0.5
CDC45,850793,PAT1,850440,null,14764870,High Throughput,0.5
CDC45,850793,IMP2',854652,null,14764870,High Throughput,0.5
CDC45,850793,SOD1,853568,null,14764870,High Throughput,0.5
CDC45,850793,SIS2,853946,null,14764870,High Throughput,0.5
CDC45,850793,PSF2,853373,null,25334017,Text Mining,0.25
CDC45,850793,SPT2,856908,null,14764870,High Throughput,0.5
CDC45,850793,ASF1,853327,null,14764870,High Throughput,0.5
CDC45,850793,GIM4,856715,null,14764870,High Throughput,0.5
CDC45,850793,ORC2,852352,null,9099887,Low Throughput,0.8
CDC45,850793,MRC1,850297,null,14764870,High Throughput,0.5
CDC45,850793,SOH1,852750,null,14764870,High Throughput,0.5
CDC45,850793,NUT1,852726,null,14764870,High Throughput,0.5
CDC45,850793,LSM1,853318,null,14764870,High Throughput,0.5
CDC45,850793,CSM1,850447,null,14764870,High Throughput,0.5
CDC45,850793,SLD5,852100,null,25334017,Text Mining,0.25
CDC45,850793,HIR3,853605,null,14764870,High Throughput,0.5
CDC45,850793,SRS2,853353,null,14764870,High Throughput,0.5
CDC45,850793,RTF1,852607,null,14764870,High Throughput,0.5
CDC45,850793,MAD1,852794,null,14764870,High Throughput,0.5
CDC45,850793,DPB3,852580,null,14764870,High Throughput,0.5
CDC45,850793,SWC5,852532,null,14764870,High Throughput,0.5
CDC45,850793,LTE1,851209,null,14764870,High Throughput,0.5
CDC45,850793,TOP3,850935,null,14764870,High Throughput,0.5
CDC45,850793,NHP10,851562,null,14764870,High Throughput,0.5
CDC45,850793,XRS2,851975,null,14764870,High Throughput,0.5
CDC45,850793,SWI4,856847,null,14764870,High Throughput,0.5
CDC45,850793,MCM2,852258,null,9001208,Low Throughput,0.8
CDC45,850793,VPS72,852096,null,14764870,High Throughput,0.5
CDC45,850793,HPC2,852516,null,14764870,High Throughput,0.5
CDC45,850793,LIA1,853534,null,14764870,High Throughput,0.5
CDC45,850793,VMA10,856435,null,14764870,High Throughput,0.5
CDC45,850793,STB5,856583,null,14764870,High Throughput,0.5
CDC45,850793,APQ12,854771,null,14764870,High Throughput,0.5
CDC45,850793,DPB11,853355,null,10500195,Low Throughput,0.8
CDC45,850793,CLB5,856237,null,14764870,High Throughput,0.5
CDC45,850793,MEC3,850995,null,14764870,High Throughput,0.5
CDC45,850793,CTF18,855102,null,14764870,High Throughput,0.5
CDC45,850793,CTF4,856254,null,14764870,High Throughput,0.5
CDC45,850793,RTT109,850658,null,14764870,High Throughput,0.5
CDC45,850793,DPB4,851699,null,14764870,High Throughput,0.5
CDC45,850793,RAD52,854976,null,14764870,High Throughput,0.5
CDC45,850793,NPR2,856647,null,14764870,High Throughput,0.5
CDC45,850793,PSF3,854019,null,25334017,Text Mining,0.25
CDC45,850793,SPT8,850744,null,14764870,High Throughput,0.5
CDC45,850793,TOP1,854156,null,11836525,Low Throughput,0.8
CDC45,850793,SWI5,851724,null,14764870,High Throughput,0.5
CDC45,850793,PSF1,851576,null,25334017,Text Mining,0.25
CDC45,850793,RAD9,851803,null,14764870,High Throughput,0.5
CDC45,850793,BFA1,853513,null,14764870,High Throughput,0.5
CDC45,850793,MCM3,856680,null,9099887,Low Throughput,0.8
CDC45,850793,RRM3,856426,null,14764870,High Throughput,0.5
CDC45,850793,MAD2,853422,null,14764870,High Throughput,0.5
CDC45,850793,HAT2,856654,null,14764870,High Throughput,0.5
CDC45,850793,FAB1,850574,null,14764870,High Throughput,0.5
CDC45,850793,POL32,853500,null,14764870,High Throughput,0.5
CDC45,850793,RTT103,851884,null,14764870,High Throughput,0.5
HIR1,852275,RLF2,856129,null,11756556,Low Throughput,0.8
HIR1,852275,SPT4,852955,null,16487579,High Throughput,0.5
HIR1,852275,IES6,856667,null,16487579,High Throughput,0.5
HIR1,852275,SPT21,855217,null,25228766,Low Throughput,0.8
HIR1,852275,LSM7,855575,null,16487579,High Throughput,0.5
HIR1,852275,LSM1,853318,null,16487579,High Throughput,0.5
HIR1,852275,PAT1,850440,null,16487579,High Throughput,0.5
HIR1,852275,BDF1,851115,null,16487579,High Throughput,0.5
HIR1,852275,LSM6,851984,null,16487579,High Throughput,0.5
HIR1,852275,CTK3,854928,null,16487579,High Throughput,0.5
YAF9,855616,ARG82,851753,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,IST3,854821,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,AAT2,850714,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,SGO1,854240,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,INH1,851347,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,LSM6,851984,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,CTK1,853718,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,CSE2,855744,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,SPC24,855144,null,12917332,Low Throughput,0.8
YAF9,855616,BBP1,855820,null,12917332,Low Throughput,0.8
YAF9,855616,PAC10,852969,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,SSN8,855706,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,NUP120,853808,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,REF2,851776,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,TAF14,855974,null,15485911,Low Throughput,0.8
YAF9,855616,CDC73,851136,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,CSF1,850776,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,HFI1,855821,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,SAS5,854388,null,15485911,Low Throughput,0.8
YAF9,855616,YNG2,856490,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,LEA1,855888,null,18676811,High Throughput|Low Throughput,0.9
YAF9,855616,PEX10,851858,null,18676811,High Throughput|Low Throughput,0.9
CDC28,852457,CDC16,853846,null,10871278,Low Throughput,0.8
CDC28,852457,CDH1,852881,null,10871278,Low Throughput,0.8
CDC28,852457,PAN1,854822,null,8756649,Low Throughput,0.8
CDC28,852457,TAF1,853191,null,9288741,Low Throughput,0.8
CDC28,852457,DOC1,852611,null,10871278,Low Throughput,0.8
CDC28,852457,PDS1,851691,null,21518961,Low Throughput,0.8
CDC28,852457,YDJ1,855661,null,9296388,Low Throughput,0.8
CDC28,852457,HTB1,851810,null,22042866,Low Throughput,0.8
CDC28,852457,CDC5,855013,null,10871278,Low Throughput,0.8
CDC28,852457,CAK1,850515,null,19647054,Low Throughput,0.8
CDC28,852457,CLB2,856236,null,1849457,Low Throughput,0.8
CDC28,852457,TAF12,851723,null,11561287,Low Throughput,0.8
CDC28,852457,CDC20,852762,null,10871278,Low Throughput,0.8
CDC28,852457,HSF1,852806,null,9296388,Low Throughput,0.8
CDC28,852457,CDC7,851545,null,9296388,Low Throughput,0.8
MET17,851010,OPT1,853218,null,10788431,Low Throughput,0.8
TIM18,854472,TIM10,856395,null,10648604,Low Throughput,0.8
TIM18,854472,TIM9,856693,null,10648604,Low Throughput,0.8
TIM18,854472,TIM54,853392,null,10637294,Low Throughput,0.8
TAF12,851723,TAF9,855276,null,9844638,Low Throughput,0.8
PRK1,854713,SLA2,855478,null,10087264,Low Throughput,0.8
STP22,850349,PAF1,852582,null,29564528,Low Throughput,0.8
STP22,850349,CTR9,854020,null,29564528,Low Throughput,0.8
AUR1,853866,STT4,851014,null,16847337,Low Throughput,0.8
SRB2,856437,RPB4,853301,null,20054697,Low Throughput,0.8
SRB2,856437,SWI1,856091,null,9335585,Low Throughput,0.8
SRB2,856437,SPT20,854017,null,9335585,Low Throughput,0.8
MND2,854843,APC1,855549,null,15911580,Low Throughput,0.8
GOS1,856354,YKT6,853638,null,10591633,Low Throughput,0.8
LYS20,851346,BNA2,853541,null,16941010,High Throughput,0.5
LYS20,851346,LYS21,851425,null,20810648,Low Throughput,0.8
LYS20,851346,BNA5,850933,null,16941010,High Throughput,0.5
LYS20,851346,BNA4,852179,null,16941010,High Throughput,0.5
LYS20,851346,SDH3,853716,null,16941010,High Throughput,0.5
SMY2,852470,BFR1,854373,null,19571182,Low Throughput,0.8
SMY2,852470,ASC1,855143,null,19571182,Low Throughput,0.8
SMY2,852470,EAP1,853631,null,19571182,Low Throughput,0.8
SMY2,852470,SCP160,853365,null,19571182,Low Throughput,0.8
KIN28,851450,CEG1,852747,null,10594013,Low Throughput,0.8
KIN28,851450,RAD3,856918,null,7783209,Low Throughput,0.8
KIN28,851450,CCL1,856136,null,11839796,Low Throughput,0.8
KIN28,851450,CDC37,851746,null,7783209,Low Throughput,0.8
KIN28,851450,STI1,854192,null,7783209,Low Throughput,0.8
KIN28,851450,SUB1,855055,null,15692559,Low Throughput,0.8
KIN28,851450,RPO21,851415,null,27477907,Low Throughput,0.8
KIN28,851450,SIN4,855485,null,7783209,Low Throughput,0.8
NIP100,855929,CIN2,855835,null,14764870,High Throughput,0.5
NIP100,855929,GIM3,855569,null,14764870,High Throughput,0.5
NIP100,855929,GIM5,854879,null,14764870,High Throughput,0.5
NIP100,855929,YKE2,850897,null,14764870,High Throughput,0.5
NIP100,855929,MON1,852753,null,14764870,High Throughput,0.5
NIP100,855929,KAR9,855859,null,14764870,High Throughput,0.5
NIP100,855929,KIP3,852655,null,14764870,High Throughput,0.5
NIP100,855929,KAR3,856263,null,14764870,High Throughput,0.5
NIP100,855929,CIN8,856648,null,14764870,High Throughput,0.5
NIP100,855929,CIN1,854531,null,14764870,High Throughput,0.5
NIP100,855929,MRPL1,851694,null,14764870,High Throughput,0.5
NIP100,855929,PAC10,852969,null,14764870,High Throughput,0.5
NIP100,855929,DEP1,851220,null,14764870,High Throughput,0.5
YBR138C,852435,IRE1,856478,null,10878801,Low Throughput,0.8
DBF2,852984,DBF20,856227,null,1916278,Low Throughput,0.8
DBF2,852984,TEM1,854938,null,9763445,Low Throughput,0.8
SDC1,852080,RPN10,856607,null,17389396,Low Throughput,0.8
SDC1,852080,RPN6,851461,null,17389396,Low Throughput,0.8
SDC1,852080,SSM4,854781,null,17389396,Low Throughput,0.8
SDC1,852080,UBP6,850562,null,17389396,Low Throughput,0.8
SDC1,852080,RPN4,851542,null,17389396,Low Throughput,0.8
MEC3,850995,PRI1,854825,null,8668138,Low Throughput,0.8
MEC3,850995,RNR4,853091,null,16487579,High Throughput,0.5
MEC3,850995,SOD1,853568,null,16487579,High Throughput,0.5
DAM1,853010,GLC7,856870,null,12408861,Low Throughput,0.8
DAM1,853010,DUO1,852819,null,11149931,Low Throughput,0.8
DAM1,853010,NDC80,854662,null,25751138,Low Throughput,0.8
DAM1,853010,BUB3,854191,null,11149931,Low Throughput,0.8
DAM1,853010,BUB1,853100,null,11149931,Low Throughput,0.8
DAM1,853010,BCY1,854778,null,15632076,Low Throughput,0.8
DAM1,853010,CTF19,856089,null,11149931,Low Throughput,0.8
DAM1,853010,RAS2,855625,null,15632076,Low Throughput,0.8
DAM1,853010,KAR3,856263,null,10397771,Low Throughput,0.8
DAM1,853010,BIM1,856736,null,11149931,Low Throughput,0.8
DAM1,853010,BIR1,853551,null,11149931,Low Throughput,0.8
DAM1,853010,MAD2,853422,null,11149931,Low Throughput,0.8
DAM1,853010,MPS1,851533,null,11149931,Low Throughput,0.8
DAM1,853010,SLI15,852453,null,11724818,Low Throughput,0.8
DAM1,853010,RAS1,854268,null,15632076,Low Throughput,0.8
DAM1,853010,CIN8,856648,null,11149931,Low Throughput,0.8
DAM1,853010,IPL1,855892,null,12408861,Low Throughput,0.8
DAM1,853010,STU1,852246,null,10397771,Low Throughput,0.8
MMS2,852793,REV1,854527,null,22244334,Low Throughput,0.8
