3312,850636,n:m,
3703,852862,n:1,
83480,850550,1:1,
29118,854211,n:1,
28960,850974,1:m,
28960,854344,1:m,1232852
112936,853393,n:1,696592
5927,855214,1:1,1164954
79602,852102,n:m,
79602,854160,n:m,822401
775,853131,n:1,
56341,852322,n:1,904862
6843,851203,n:m,
6843,854505,n:m,
9918,850977,1:1,1134597
2597,853106,n:m,1245546
2597,853395,n:m,
2597,853465,n:m,
51147,856490,n:1,
8078,852349,n:1,1174326
HUMAN10804,851620,1:1,1198214
2026,853169,n:m,
2026,856579,n:m,1250151
2026,855373,n:m,
2026,854575,n:m,
11331,853146,1:1,960978
10436,850883,1:1,
144195,851352,n:m,
144195,851943,n:m,
144195,851944,n:m,
144195,851946,n:m,
144195,851995,n:m,
144195,852108,n:m,
144195,852149,n:m,
144195,856640,n:m,
144195,850536,n:m,
144195,856492,n:m,
144195,856494,n:m,
144195,856496,n:m,
144195,853236,n:m,
144195,853216,n:m,
144195,853623,n:m,
144195,850770,n:m,
144195,855023,n:m,
144195,855398,n:m,
144195,855809,n:m,
144195,854009,n:m,
144195,854050,n:m,
6515,851352,n:m,
6515,851943,n:m,
6515,851944,n:m,
6515,851946,n:m,
6515,851995,n:m,
6515,852108,n:m,
6515,852149,n:m,
6515,856640,n:m,
6515,850536,n:m,
6515,856492,n:m,
6515,856494,n:m,
6515,856496,n:m,
6515,853236,n:m,
6515,853216,n:m,
6515,853623,n:m,
6515,850770,n:m,
6515,855023,n:m,
6515,855398,n:m,
6515,855809,n:m,
6515,854009,n:m,
6515,854050,n:m,
23710,852200,n:1,
255308,856746,n:1,
51202,856462,1:1,960909
8360,852294,n:1,
55766,852283,n:m,
55766,851811,n:m,
397,851420,n:1,1209699
85004,850392,n:1,
HUMAN11511,855860,n:1,
93661,853862,n:1,
51026,855337,n:1,1235578
2998,850569,n:m,
2998,850962,n:m,1151940
586,856615,n:m,
586,853613,n:m,1247721
51290,854935,1:1,889781
10526,853596,n:1,
1663,856099,1:1,901416
10059,850686,1:1,1242952
51067,856007,1:1,1245453
84920,853142,n:1,1245283
144245,853142,n:1,
225,853647,n:m,
225,855956,n:m,
114134,851352,n:m,
114134,851943,n:m,
114134,851944,n:m,
114134,851946,n:m,
114134,851995,n:m,
114134,852108,n:m,
114134,852149,n:m,
114134,856640,n:m,
114134,850536,n:m,
114134,856492,n:m,
114134,856494,n:m,
114134,856496,n:m,
114134,853236,n:m,
114134,853216,n:m,
114134,853623,n:m,
114134,850770,n:m,
114134,855023,n:m,
114134,855398,n:m,
114134,855809,n:m,
114134,854009,n:m,
114134,854050,n:m,961326
5756,852971,n:1,917298
54407,852189,n:m,961924
54407,856855,n:m,
HUMAN12265,853155,n:m,1206396
HUMAN12265,855245,n:m,
HUMAN12370,852462,n:m,
HUMAN12370,854261,n:m,
377,851335,n:m,
377,851418,n:m,
5571,852763,1:1,927377
121268,850392,n:1,
10376,854915,n:m,
10376,854889,n:m,674824
7846,854915,n:m,
7846,854889,n:m,
84790,854915,n:m,
84790,854889,n:m,
6602,855757,n:1,834491
2819,851539,n:m,
2819,854095,n:m,1177216
4891,856447,n:m,
4891,850721,n:m,
4891,854027,n:m,
5204,854879,1:1,1219605
60314,856900,1:1,1154443
HUMAN13169,856097,n:1,1207839
1017,852457,n:1,
5869,853884,n:m,961232
5869,855631,n:m,
5869,854256,n:m,
6231,856868,1:m,1247838
6231,852686,1:m,
HUMAN13477,854154,1:1,1248270
1431,850361,1:m,
1431,855732,1:m,1247973
9924,852786,1:1,808606
506,853585,1:1,1198485
5557,854825,1:1,1197343
6472,852565,n:m,1246359
6472,850747,n:m,
4141,853181,1:1,1236081
4234,851326,1:1,1239663
9194,853659,n:m,
9194,855598,n:m,
9194,854030,n:m,
9194,854483,n:m,
23041,855420,1:1,872973
11260,853630,1:1,752800
253827,850324,n:1,1220080
51643,855411,n:1,841407
5908,853056,n:1,961429
8089,855616,1:1,1187868
10576,854664,1:1,847239
11103,850298,1:1,1191971
4673,853922,n:1,954795
23390,851857,n:m,961192
23390,854199,n:m,
490,852878,n:1,707421
7334,851666,n:1,828832
10988,852187,1:1,
6636,856312,1:1,1164604
4048,855682,1:1,806340
5250,856779,1:1,
55681,852797,1:1,1242667
27340,852282,1:1,1240876
400,852462,n:m,
400,854261,n:m,
55703,854382,1:1,1185728
11137,850893,1:1,699505
23479,854401,1:m,
23479,855968,1:m,
55530,854916,1:1,
32,855247,n:m,
32,855750,n:m,
4598,855248,1:1,1143919
488,851608,n:m,
488,851609,n:m,
488,851610,n:m,
10094,851085,1:1,1179715
51184,850944,1:1,
160760,856475,1:1,697327
5501,856870,n:1,1195466
8315,856376,1:1,1230078
217,856804,n:m,
217,855205,n:m,
217,855206,n:m,
217,854556,n:m,950128
217,856044,n:m,
79039,851530,1:1,961018
10993,850295,n:1,1193222
113675,850295,n:1,
9904,856228,1:1,961023
5985,855426,1:1,960968
10985,852680,1:1,
6175,851052,1:1,1228648
8655,852034,n:1,
84274,854930,1:1,661114
5715,854810,1:1,1203908
6249,850570,1:1,
8562,853471,1:1,1203999
9026,855478,n:1,1249290
HUMAN16083,850885,n:m,
HUMAN16083,855858,n:m,
10959,852675,n:1,1237754
57696,850549,1:1,960958
1967,853896,1:1,1199158
2967,856169,1:1,1228074
23545,855076,n:m,1180675
23545,854444,n:m,
121260,853968,n:1,961361
2054,855221,n:m,
2054,855844,n:m,
5901,851000,1:m,
5901,854357,1:m,960994
80324,852817,1:m,1236822
80324,855889,1:m,
5426,855459,1:1,1251494
7278,854915,n:m,
7278,854889,n:m,
221143,852884,1:1,1223249
253832,852070,n:1,
4285,853724,1:1,874434
479,851608,n:m,
479,851609,n:m,
479,851610,n:m,
9818,852703,1:1,
51761,851207,n:1,
6144,852489,1:m,1215447
6144,856026,1:m,
51082,855609,1:1,
10808,852467,n:m,
10808,855998,n:m,
23047,855099,n:1,672625
5983,852383,1:1,960918
29880,855874,1:1,775151
10166,852401,n:m,
10166,854267,n:m,
10166,854297,n:m,917344
10166,856171,n:m,
9617,852734,1:1,
79612,851521,n:1,
7178,853809,1:1,1144315
253512,853739,n:1,
83548,856901,1:1,842283
1361,856533,n:1,
3936,851707,n:1,960933
2098,853377,1:1,766975
HUMAN17004,853159,n:1,948888
81617,853646,n:1,
540,851862,n:1,
440138,855679,1:1,
9724,854881,n:1,
22894,854138,1:1,960937
7347,853562,1:1,1220440
HUMAN17436,855356,n:1,1247118
9375,851685,n:m,
9375,850772,n:m,698605
259232,853131,n:1,961083
2073,853174,1:1,
3981,854166,1:1,1189349
84945,855396,1:1,955139
3621,855626,1:1,
55795,853546,1:1,1226651
8451,852886,n:1,
55208,850819,n:1,
8881,853846,1:1,961367
55644,853910,1:1,1249977
4860,850906,1:1,1246935
11198,852665,1:1,1227293
1603,854270,1:1,
63874,853007,1:m,
63874,850788,1:m,
5018,856898,1:1,1174666
10419,852431,1:1,1240789
5693,856218,1:1,1240701
4624,856418,n:1,
4625,856418,n:1,
8906,856141,n:1,
79711,856846,1:1,1247119
29082,850712,n:1,
145553,856873,1:1,1246275
HUMAN18669,851717,n:1,
4738,851717,n:1,961067
161424,853445,1:1,1231352
23256,851770,1:1,678908
1073,850676,n:1,927478
6729,856203,1:1,960823
HUMAN19088,852873,1:1,1218159
89874,852594,n:m,
89874,853558,n:m,
89874,854397,n:m,
89874,855969,n:m,917326
10484,856311,n:1,
84075,853433,1:1,
6235,851498,1:m,1194523
6235,851104,1:m,
6166,856544,n:1,
9147,856098,1:1,1238470
79609,855707,1:1,887315
5836,856289,n:1,
30001,854909,n:1,
5706,854433,1:1,960898
64841,850529,1:1,758134
10175,852511,n:m,1169415
10175,852826,n:m,
2643,853183,1:1,1247033
11169,856254,1:1,1244166
10640,850863,1:1,1247447
5684,854544,1:1,1218157
387990,852973,n:1,
26520,856693,1:1,1175661
HUMAN19669,851558,n:1,
145389,852189,n:m,
145389,856855,n:m,961186
161291,850456,n:m,
161291,855784,n:m,
81537,853307,n:1,708085
4522,852378,n:m,
4522,853118,n:m,
3306,851259,n:m,
3306,852203,n:m,
3306,856840,n:m,
3306,850636,n:m,
2877,852546,n:m,
2877,854855,n:m,
2877,853842,n:m,
2342,851468,1:1,
51382,856659,1:1,1204205
1965,853463,1:1,1198680
384,855993,n:1,1234338
10490,855237,n:1,
51109,854420,n:1,
145226,854420,n:1,
55334,854246,1:1,961219
145482,854908,n:1,
51004,853170,1:1,663174
957,856669,n:1,861593
51077,851939,1:1,1227441
1743,851726,1:1,1246039
8892,850998,1:1,1199159
10972,852675,n:1,
11161,856767,1:1,867694
29954,851210,1:m,960955
29954,853113,1:m,
29954,854499,1:m,
10598,851800,1:1,
9517,851634,n:1,957337
57143,850955,1:1,
6400,850904,1:1,961793
55775,852525,1:1,
5700,851557,1:1,960910
805,852406,n:1,960983
55671,855520,n:1,
123096,852401,n:m,
123096,854267,n:m,
123096,854297,n:m,
123096,856171,n:m,
283600,852401,n:m,917355
283600,854267,n:m,
283600,854297,n:m,
283600,856171,n:m,
7453,854056,1:1,1245454
1778,853928,1:1,671266
3320,855224,n:m,
3320,855836,n:m,
1983,856154,1:1,960902
115708,853317,1:1,1228767
122622,855501,n:1,
2972,853161,1:1,709383
727832,851957,1:1,
HUMAN21814,851018,n:1,
51234,852620,1:1,1235149
55505,856471,1:1,1187895
440275,851877,1:1,1249313
701,853100,1:1,962715
5888,856831,1:1,1192905
57617,850840,1:1,761389
79094,856910,n:1,
23168,852607,1:1,961231
2595,852530,n:1,
2923,850314,n:m,
2923,852130,n:m,
10169,851473,n:1,
79968,851399,1:1,1158633
8669,850889,1:1,
6652,851351,1:m,
6652,853624,1:m,
6652,850759,1:m,
HUMAN22958,852554,1:1,
2585,852308,1:m,1143917
2585,851572,1:m,
11001,852329,n:1,
123169,854290,1:1,961633
55930,854504,1:1,961358
51187,850695,1:1,
HUMAN23218,852735,1:1,
8854,856804,n:m,950132
8854,855205,n:m,
8854,855206,n:m,
8854,854556,n:m,
8854,856044,n:m,
4643,853729,n:m,
4643,855136,n:m,
2958,853807,1:1,788720
54832,850619,n:1,697498
7168,855645,n:1,
51065,856415,n:m,
51065,853700,n:m,1241942
9960,855263,n:1,
5479,851733,n:m,
5479,851898,n:m,961475
5479,856454,n:m,
5479,854897,n:m,
10845,852528,1:1,1248617
8766,856753,n:m,
8766,852662,n:m,961130
6124,852319,1:m,1251119
6124,851575,1:m,
6176,851427,1:m,
6176,851478,1:m,
5315,851193,n:m,1235045
5315,854529,n:m,
25820,853887,1:1,961006
4351,856720,1:1,1153917
9377,856448,1:1,906233
4123,852721,1:1,1180298
25942,854158,1:1,961553
55272,856553,1:1,1174112
2108,856112,1:1,829651
3419,854303,1:1,1217811
HUMAN24527,855661,n:1,
5685,853036,1:1,1218160
10933,856134,1:1,
23423,851226,n:m,
23423,854181,n:m,1237761
10588,856932,n:1,
100528021,856932,n:1,877874
79631,855558,1:1,961099
6218,852058,1:m,
6218,854984,1:m,1214854
23478,854840,n:1,925865
5428,854508,1:1,1216847
HUMAN25005,853429,n:1,1247165
3418,851493,n:m,
3418,850871,n:m,
3418,855723,n:m,
1106,856911,n:1,
220,856804,n:m,
220,855205,n:m,
220,855206,n:m,
220,854556,n:m,
220,856044,n:m,
51728,851615,1:1,1239691
55692,851471,1:1,961423
398,851420,n:1,
64714,850314,n:m,
64714,852130,n:m,962632
26063,855518,1:1,
89941,851249,n:1,
84264,851865,n:m,775295
84264,854205,n:m,
64428,855481,1:1,929970
7329,851495,1:1,828831
